,Date String,Tournament,"Score(F,A)",Team Name,Opponent
1859,March 22,Atlantic Coast Open 2025,"('8', '12')",American,Dickinson
1860,March 22,Atlantic Coast Open 2025,"('14', '5')",American,George Washington [B]
1861,March 22,Atlantic Coast Open 2025,"('6', '11')",American,North Carolina-Charlotte
1862,March 23,Atlantic Coast Open 2025,"('14', '13')",American,Messiah
1863,March 23,Atlantic Coast Open 2025,"('12', '15')",American,RIT
1864,March 23,Atlantic Coast Open 2025,"('15', '11')",American,George Mason
1865,March 22,Atlantic Coast Open 2025,"('9', '12')",East Carolina,American
1866,March 22,Atlantic Coast Open 2025,"('6', '12')",East Carolina,North Carolina-Charlotte
1867,March 22,Atlantic Coast Open 2025,"('9', '8')",East Carolina,Dickinson
1868,March 22,Atlantic Coast Open 2025,"('15', '0')",East Carolina,George Washington [B]
1869,March 23,Atlantic Coast Open 2025,"('14', '13')",East Carolina,Florida State
1870,March 23,Atlantic Coast Open 2025,"('10', '9')",East Carolina,George Mason
1871,March 23,Atlantic Coast Open 2025,"('9', '15')",East Carolina,RIT
1872,March 22,Atlantic Coast Open 2025,"('1', '15')",George Washington [B],North Carolina-Charlotte
1873,March 22,Atlantic Coast Open 2025,"('5', '14')",George Washington [B],American
1874,March 22,Atlantic Coast Open 2025,"('2', '15')",George Washington [B],Dickinson
1875,March 22,Atlantic Coast Open 2025,"('0', '15')",George Washington [B],East Carolina
1876,March 23,Atlantic Coast Open 2025,"('5', '15')",George Washington [B],Virginia Tech [B]
1877,March 23,Atlantic Coast Open 2025,"('11', '10')",George Washington [B],American [B]
1878,March 22,Meltdown 2025,"('9', '5')",Winona State,Wisconsin-Whitewater
1879,March 22,Meltdown 2025,"('11', '10')",Winona State,Northern Iowa
1880,March 22,Meltdown 2025,"('11', '6')",Winona State,Rose-Hulman
1881,March 22,Meltdown 2025,"('10', '9')",Winona State,St Thomas
1882,March 23,Meltdown 2025,"('5', '11')",Winona State,St Olaf
1883,March 23,Meltdown 2025,"('7', '10')",Winona State,Kenyon
1884,March 22,Meltdown 2025,"('11', '5')",Northern Iowa,Rose-Hulman
1885,March 22,Meltdown 2025,"('10', '11')",Northern Iowa,Winona State
1886,March 22,Meltdown 2025,"('11', '8')",Northern Iowa,St Thomas
1887,March 22,Meltdown 2025,"('13', '5')",Northern Iowa,Wisconsin-Whitewater
1888,March 23,Meltdown 2025,"('10', '5')",Northern Iowa,Wisconsin-Stevens Point
1889,March 23,Meltdown 2025,"('11', '4')",Northern Iowa,Wisconsin-Whitewater
1890,March 22,Meltdown 2025,"('5', '9')",Wisconsin-Whitewater,Winona State
1891,March 22,Meltdown 2025,"('12', '4')",Wisconsin-Whitewater,Rose-Hulman
1892,March 22,Meltdown 2025,"('9', '8')",Wisconsin-Whitewater,St Thomas
1893,March 22,Meltdown 2025,"('5', '13')",Wisconsin-Whitewater,Northern Iowa
1894,March 23,Meltdown 2025,"('7', '4')",Wisconsin-Whitewater,Grace
1895,March 23,Meltdown 2025,"('4', '11')",Wisconsin-Whitewater,Northern Iowa
1896,March 22,Meltdown 2025,"('11', '6')",St Thomas,Rose-Hulman
1897,March 22,Meltdown 2025,"('8', '11')",St Thomas,Northern Iowa
1898,March 22,Meltdown 2025,"('8', '9')",St Thomas,Wisconsin-Whitewater
1899,March 22,Meltdown 2025,"('9', '10')",St Thomas,Winona State
1900,March 23,Meltdown 2025,"('3', '7')",St Thomas,Minnesota State-Mankato
1901,March 23,Meltdown 2025,"('6', '7')",St Thomas,Illinois-Chicago
1902,March 22,Meltdown 2025,"('5', '11')",Rose-Hulman,Northern Iowa
1903,March 22,Meltdown 2025,"('6', '11')",Rose-Hulman,St Thomas
1904,March 22,Meltdown 2025,"('4', '12')",Rose-Hulman,Wisconsin-Whitewater
1905,March 22,Meltdown 2025,"('6', '11')",Rose-Hulman,Winona State
1906,March 23,Meltdown 2025,"('9', '2')",Rose-Hulman,Carthage
1907,March 23,Meltdown 2025,"('6', '9')",Rose-Hulman,Minnesota State-Mankato
1908,March 22,Meltdown 2025,"('13', '3')",Kenyon,Illinois-Chicago
1909,March 22,Meltdown 2025,"('13', '3')",Kenyon,Carthage
1910,March 22,Meltdown 2025,"('13', '4')",Kenyon,Minnesota State-Mankato
1911,March 22,Meltdown 2025,"('12', '11')",Kenyon,St Olaf
1912,March 23,Meltdown 2025,"('7', '8')",Kenyon,Truman State
1913,March 23,Meltdown 2025,"('10', '7')",Kenyon,Winona State
1914,March 22,Meltdown 2025,"('13', '5')",St Olaf,Minnesota State-Mankato
1915,March 22,Meltdown 2025,"('13', '0')",St Olaf,Carthage
1916,March 22,Meltdown 2025,"('13', '1')",St Olaf,Illinois-Chicago
1917,March 22,Meltdown 2025,"('11', '12')",St Olaf,Kenyon
1918,March 23,Meltdown 2025,"('11', '5')",St Olaf,Winona State
1919,March 23,Meltdown 2025,"('10', '6')",St Olaf,Truman State
1920,March 22,Meltdown 2025,"('5', '13')",Minnesota State-Mankato,St Olaf
1921,March 22,Meltdown 2025,"('13', '8')",Minnesota State-Mankato,Illinois-Chicago
1922,March 22,Meltdown 2025,"('4', '13')",Minnesota State-Mankato,Kenyon
1923,March 22,Meltdown 2025,"('11', '10')",Minnesota State-Mankato,Carthage
1924,March 23,Meltdown 2025,"('7', '3')",Minnesota State-Mankato,St Thomas
1925,March 23,Meltdown 2025,"('9', '6')",Minnesota State-Mankato,Rose-Hulman
1926,March 22,Meltdown 2025,"('10', '7')",Illinois-Chicago,Carthage
1927,March 22,Meltdown 2025,"('3', '13')",Illinois-Chicago,Kenyon
1928,March 22,Meltdown 2025,"('8', '13')",Illinois-Chicago,Minnesota State-Mankato
1929,March 22,Meltdown 2025,"('1', '13')",Illinois-Chicago,St Olaf
1930,March 23,Meltdown 2025,"('5', '9')",Illinois-Chicago,Loyola-Chicago
1931,March 23,Meltdown 2025,"('7', '6')",Illinois-Chicago,St Thomas
1932,March 22,Meltdown 2025,"('7', '10')",Carthage,Illinois-Chicago
1933,March 22,Meltdown 2025,"('0', '13')",Carthage,St Olaf
1934,March 22,Meltdown 2025,"('3', '13')",Carthage,Kenyon
1935,March 22,Meltdown 2025,"('10', '11')",Carthage,Minnesota State-Mankato
1936,March 23,Meltdown 2025,"('2', '9')",Carthage,Rose-Hulman
1937,March 23,Meltdown 2025,"('1', '10')",Carthage,Loyola-Chicago
1938,March 22,Meltdown 2025,"('8', '7')",Truman State,Loyola-Chicago
1939,March 22,Meltdown 2025,"('13', '5')",Truman State,Wisconsin-Stevens Point
1940,March 22,Meltdown 2025,"('13', '2')",Truman State,Grace
1941,March 23,Meltdown 2025,"('8', '7')",Truman State,Kenyon
1942,March 23,Meltdown 2025,"('6', '10')",Truman State,St Olaf
1943,March 22,Meltdown 2025,"('11', '7')",Grace,Wisconsin-Stevens Point
1944,March 22,Meltdown 2025,"('7', '8')",Grace,Loyola-Chicago
1945,March 22,Meltdown 2025,"('2', '13')",Grace,Truman State
1946,March 23,Meltdown 2025,"('4', '7')",Grace,Wisconsin-Whitewater
1947,March 23,Meltdown 2025,"('7', '3')",Grace,Wisconsin-Stevens Point
1948,March 22,Meltdown 2025,"('10', '6')",Wisconsin-Stevens Point,Loyola-Chicago
1949,March 22,Meltdown 2025,"('7', '11')",Wisconsin-Stevens Point,Grace
1950,March 22,Meltdown 2025,"('5', '13')",Wisconsin-Stevens Point,Truman State
1951,March 23,Meltdown 2025,"('5', '10')",Wisconsin-Stevens Point,Northern Iowa
1952,March 23,Meltdown 2025,"('3', '7')",Wisconsin-Stevens Point,Grace
1953,March 22,Meltdown 2025,"('6', '10')",Loyola-Chicago,Wisconsin-Stevens Point
1954,March 22,Meltdown 2025,"('7', '8')",Loyola-Chicago,Truman State
1955,March 22,Meltdown 2025,"('8', '7')",Loyola-Chicago,Grace
1956,March 23,Meltdown 2025,"('9', '5')",Loyola-Chicago,Illinois-Chicago
1957,March 23,Meltdown 2025,"('10', '1')",Loyola-Chicago,Carthage
1958,March 22,PBR State Open,"('12', '6')",Boston University,MIT
1959,March 22,PBR State Open,"('15', '3')",Boston University,Bentley
1960,March 22,PBR State Open,"('15', '7')",Boston University,Bowdoin
1961,March 23,PBR State Open,"('15', '6')",Boston University,Worcester Polytechnic
1962,March 23,PBR State Open,"('7', '9')",Boston University,Bates
1963,March 23,PBR State Open,"('11', '10')",Boston University,Brandeis
1964,March 22,PBR State Open,"('12', '6')",Bowdoin,Bentley
1965,March 22,PBR State Open,"('15', '3')",Bowdoin,Worcester Polytechnic
1966,March 22,PBR State Open,"('10', '9')",Bowdoin,Bates
1967,March 22,PBR State Open,"('7', '15')",Bowdoin,Boston University
1968,March 23,PBR State Open,"('9', '5')",Bowdoin,Brandeis
1969,March 23,PBR State Open,"('13', '5')",Bowdoin,MIT
1970,March 22,PBR State Open,"('15', '2')",Brandeis,Worcester Polytechnic
1971,March 22,PBR State Open,"('15', '3')",Brandeis,Bentley
1972,March 22,PBR State Open,"('10', '9')",Brandeis,MIT
1973,March 23,PBR State Open,"('10', '8')",Brandeis,Bates
1974,March 23,PBR State Open,"('5', '9')",Brandeis,Bowdoin
1975,March 23,PBR State Open,"('10', '11')",Brandeis,Boston University
1976,March 22,PBR State Open,"('6', '12')",MIT,Boston University
1977,March 22,PBR State Open,"('11', '10')",MIT,Bates
1978,March 22,PBR State Open,"('9', '10')",MIT,Brandeis
1979,March 22,PBR State Open,"('13', '7')",MIT,Worcester Polytechnic
1980,March 23,PBR State Open,"('15', '1')",MIT,Bentley
1981,March 23,PBR State Open,"('5', '13')",MIT,Bowdoin
1982,March 22,PBR State Open,"('10', '11')",Bates,MIT
1983,March 22,PBR State Open,"('9', '10')",Bates,Bowdoin
1984,March 22,PBR State Open,"('15', '5')",Bates,Bentley
1985,March 23,PBR State Open,"('8', '10')",Bates,Brandeis
1986,March 23,PBR State Open,"('9', '7')",Bates,Boston University
1987,March 23,PBR State Open,"('13', '4')",Bates,Worcester Polytechnic
1988,March 22,PBR State Open,"('2', '15')",Worcester Polytechnic,Brandeis
1989,March 22,PBR State Open,"('3', '15')",Worcester Polytechnic,Bowdoin
1990,March 22,PBR State Open,"('7', '13')",Worcester Polytechnic,MIT
1991,March 23,PBR State Open,"('6', '15')",Worcester Polytechnic,Boston University
1992,March 23,PBR State Open,"('12', '4')",Worcester Polytechnic,Bentley
1993,March 23,PBR State Open,"('4', '13')",Worcester Polytechnic,Bates
1994,March 22,PBR State Open,"('6', '12')",Bentley,Bowdoin
1995,March 22,PBR State Open,"('3', '15')",Bentley,Brandeis
1996,March 22,PBR State Open,"('3', '15')",Bentley,Boston University
1997,March 22,PBR State Open,"('5', '15')",Bentley,Bates
1998,March 23,PBR State Open,"('1', '15')",Bentley,MIT
1999,March 23,PBR State Open,"('4', '12')",Bentley,Worcester Polytechnic
2000,March 15,Grand Rapids Invite 2025,"('11', '6')",Michigan State,Wisconsin-Milwaukee
2001,March 15,Grand Rapids Invite 2025,"('12', '9')",Michigan State,Ohio
2002,March 15,Grand Rapids Invite 2025,"('14', '9')",Michigan State,Cedarville
2003,March 16,Grand Rapids Invite 2025,"('13', '9')",Michigan State,Pittsburgh [B]
2004,March 16,Grand Rapids Invite 2025,"('12', '11')",Michigan State,Notre Dame
2005,March 16,Grand Rapids Invite 2025,"('12', '11')",Michigan State,Davenport
2006,March 15,Grand Rapids Invite 2025,"('6', '11')",Wisconsin-Milwaukee,Michigan State
2007,March 15,Grand Rapids Invite 2025,"('13', '10')",Wisconsin-Milwaukee,Cedarville
2008,March 15,Grand Rapids Invite 2025,"('13', '9')",Wisconsin-Milwaukee,Ohio
2009,March 16,Grand Rapids Invite 2025,"('14', '11')",Wisconsin-Milwaukee,Michigan Tech
2010,March 16,Grand Rapids Invite 2025,"('9', '15')",Wisconsin-Milwaukee,Davenport
2011,March 16,Grand Rapids Invite 2025,"('6', '11')",Wisconsin-Milwaukee,Notre Dame
2012,March 15,Grand Rapids Invite 2025,"('15', '10')",Ohio,Cedarville
2013,March 15,Grand Rapids Invite 2025,"('9', '12')",Ohio,Michigan State
2014,March 15,Grand Rapids Invite 2025,"('9', '13')",Ohio,Wisconsin-Milwaukee
2015,March 15,Grand Rapids Invite 2025,"('5', '10')",Ohio,Wisconsin [B]
2016,March 16,Grand Rapids Invite 2025,"('8', '12')",Ohio,Western Michigan
2017,March 16,Grand Rapids Invite 2025,"('15', '7')",Ohio,Wisconsin-Platteville
2018,March 16,Grand Rapids Invite 2025,"('15', '3')",Ohio,Eastern Michigan
2019,March 15,Grand Rapids Invite 2025,"('10', '15')",Cedarville,Ohio
2020,March 15,Grand Rapids Invite 2025,"('10', '13')",Cedarville,Wisconsin-Milwaukee
2021,March 15,Grand Rapids Invite 2025,"('9', '14')",Cedarville,Michigan State
2022,March 15,Grand Rapids Invite 2025,"('10', '9')",Cedarville,Grand Valley
2023,March 16,Grand Rapids Invite 2025,"('4', '15')",Cedarville,Davenport
2024,March 16,Grand Rapids Invite 2025,"('6', '15')",Cedarville,Michigan Tech
2025,March 16,Grand Rapids Invite 2025,"('9', '11')",Cedarville,Wisconsin [B]
2026,March 15,Grand Rapids Invite 2025,"('13', '6')",Davenport,Michigan Tech
2027,March 15,Grand Rapids Invite 2025,"('13', '6')",Davenport,Notre Dame
2028,March 15,Grand Rapids Invite 2025,"('15', '5')",Davenport,Toronto
2029,March 16,Grand Rapids Invite 2025,"('15', '4')",Davenport,Cedarville
2030,March 16,Grand Rapids Invite 2025,"('15', '9')",Davenport,Wisconsin-Milwaukee
2031,March 16,Grand Rapids Invite 2025,"('11', '12')",Davenport,Michigan State
2032,March 15,Grand Rapids Invite 2025,"('10', '7')",Notre Dame,Toronto
2033,March 15,Grand Rapids Invite 2025,"('6', '13')",Notre Dame,Davenport
2034,March 15,Grand Rapids Invite 2025,"('14', '6')",Notre Dame,Michigan Tech
2035,March 16,Grand Rapids Invite 2025,"('13', '7')",Notre Dame,Wisconsin [B]
2036,March 16,Grand Rapids Invite 2025,"('11', '12')",Notre Dame,Michigan State
2037,March 16,Grand Rapids Invite 2025,"('11', '6')",Notre Dame,Wisconsin-Milwaukee
2038,March 15,Grand Rapids Invite 2025,"('6', '13')",Michigan Tech,Davenport
2039,March 15,Grand Rapids Invite 2025,"('10', '7')",Michigan Tech,Toronto
2040,March 15,Grand Rapids Invite 2025,"('6', '14')",Michigan Tech,Notre Dame
2041,March 15,Grand Rapids Invite 2025,"('10', '6')",Michigan Tech,Eastern Michigan
2042,March 16,Grand Rapids Invite 2025,"('11', '14')",Michigan Tech,Wisconsin-Milwaukee
2043,March 16,Grand Rapids Invite 2025,"('15', '6')",Michigan Tech,Cedarville
2044,March 16,Grand Rapids Invite 2025,"('9', '10')",Michigan Tech,Pittsburgh [B]
2045,March 15,Grand Rapids Invite 2025,"('7', '10')",Toronto,Notre Dame
2046,March 15,Grand Rapids Invite 2025,"('7', '10')",Toronto,Michigan Tech
2047,March 15,Grand Rapids Invite 2025,"('5', '15')",Toronto,Davenport
2048,March 15,Grand Rapids Invite 2025,"('5', '14')",Toronto,Pittsburgh [B]
2049,March 16,Grand Rapids Invite 2025,"('15', '7')",Toronto,Wisconsin-Platteville
2050,March 16,Grand Rapids Invite 2025,"('15', '7')",Toronto,Western Michigan
2051,March 16,Grand Rapids Invite 2025,"('11', '13')",Toronto,Grand Valley
2052,March 15,Grand Rapids Invite 2025,"('14', '10')",Grand Valley,Wisconsin-Platteville
2053,March 15,Grand Rapids Invite 2025,"('12', '6')",Grand Valley,Michigan [B]
2054,March 15,Grand Rapids Invite 2025,"('9', '5')",Grand Valley,Wisconsin [B]
2055,March 15,Grand Rapids Invite 2025,"('9', '10')",Grand Valley,Cedarville
2056,March 16,Grand Rapids Invite 2025,"('10', '7')",Grand Valley,Ball State
2057,March 16,Grand Rapids Invite 2025,"('12', '9')",Grand Valley,Michigan [B]
2058,March 16,Grand Rapids Invite 2025,"('13', '11')",Grand Valley,Toronto
2059,March 15,Grand Rapids Invite 2025,"('10', '8')",Wisconsin [B],Michigan [B]
2060,March 15,Grand Rapids Invite 2025,"('13', '8')",Wisconsin [B],Wisconsin-Platteville
2061,March 15,Grand Rapids Invite 2025,"('5', '9')",Wisconsin [B],Grand Valley
2062,March 15,Grand Rapids Invite 2025,"('10', '5')",Wisconsin [B],Ohio
2063,March 16,Grand Rapids Invite 2025,"('7', '13')",Wisconsin [B],Notre Dame
2064,March 16,Grand Rapids Invite 2025,"('6', '15')",Wisconsin [B],Pittsburgh [B]
2065,March 16,Grand Rapids Invite 2025,"('11', '9')",Wisconsin [B],Cedarville
2066,March 15,Grand Rapids Invite 2025,"('8', '10')",Michigan [B],Wisconsin [B]
2067,March 15,Grand Rapids Invite 2025,"('6', '12')",Michigan [B],Grand Valley
2068,March 15,Grand Rapids Invite 2025,"('8', '7')",Michigan [B],Wisconsin-Platteville
2069,March 16,Grand Rapids Invite 2025,"('15', '8')",Michigan [B],Eastern Michigan
2070,March 16,Grand Rapids Invite 2025,"('9', '12')",Michigan [B],Grand Valley
2071,March 16,Grand Rapids Invite 2025,"('11', '12')",Michigan [B],Western Michigan
2072,March 15,Grand Rapids Invite 2025,"('10', '14')",Wisconsin-Platteville,Grand Valley
2073,March 15,Grand Rapids Invite 2025,"('8', '13')",Wisconsin-Platteville,Wisconsin [B]
2074,March 15,Grand Rapids Invite 2025,"('7', '8')",Wisconsin-Platteville,Michigan [B]
2075,March 16,Grand Rapids Invite 2025,"('7', '15')",Wisconsin-Platteville,Toronto
2076,March 16,Grand Rapids Invite 2025,"('7', '15')",Wisconsin-Platteville,Ohio
2077,March 16,Grand Rapids Invite 2025,"('6', '8')",Wisconsin-Platteville,Ball State
2078,March 15,Grand Rapids Invite 2025,"('15', '9')",Pittsburgh [B],Eastern Michigan
2079,March 15,Grand Rapids Invite 2025,"('15', '4')",Pittsburgh [B],Western Michigan
2080,March 15,Grand Rapids Invite 2025,"('15', '4')",Pittsburgh [B],Ball State
2081,March 15,Grand Rapids Invite 2025,"('14', '5')",Pittsburgh [B],Toronto
2082,March 16,Grand Rapids Invite 2025,"('9', '13')",Pittsburgh [B],Michigan State
2083,March 16,Grand Rapids Invite 2025,"('15', '6')",Pittsburgh [B],Wisconsin [B]
2084,March 16,Grand Rapids Invite 2025,"('10', '9')",Pittsburgh [B],Michigan Tech
2085,March 15,Grand Rapids Invite 2025,"('9', '15')",Eastern Michigan,Pittsburgh [B]
2086,March 15,Grand Rapids Invite 2025,"('11', '4')",Eastern Michigan,Ball State
2087,March 15,Grand Rapids Invite 2025,"('12', '5')",Eastern Michigan,Western Michigan
2088,March 15,Grand Rapids Invite 2025,"('6', '10')",Eastern Michigan,Michigan Tech
2089,March 16,Grand Rapids Invite 2025,"('8', '15')",Eastern Michigan,Michigan [B]
2090,March 16,Grand Rapids Invite 2025,"('10', '8')",Eastern Michigan,Ball State
2091,March 16,Grand Rapids Invite 2025,"('3', '15')",Eastern Michigan,Ohio
2092,March 15,Grand Rapids Invite 2025,"('13', '10')",Western Michigan,Ball State
2093,March 15,Grand Rapids Invite 2025,"('4', '15')",Western Michigan,Pittsburgh [B]
2094,March 15,Grand Rapids Invite 2025,"('5', '12')",Western Michigan,Eastern Michigan
2095,March 16,Grand Rapids Invite 2025,"('12', '8')",Western Michigan,Ohio
2096,March 16,Grand Rapids Invite 2025,"('7', '15')",Western Michigan,Toronto
2097,March 16,Grand Rapids Invite 2025,"('12', '11')",Western Michigan,Michigan [B]
2098,March 15,Grand Rapids Invite 2025,"('10', '13')",Ball State,Western Michigan
2099,March 15,Grand Rapids Invite 2025,"('4', '11')",Ball State,Eastern Michigan
2100,March 15,Grand Rapids Invite 2025,"('4', '15')",Ball State,Pittsburgh [B]
2101,March 16,Grand Rapids Invite 2025,"('7', '10')",Ball State,Grand Valley
2102,March 16,Grand Rapids Invite 2025,"('8', '10')",Ball State,Eastern Michigan
2103,March 16,Grand Rapids Invite 2025,"('8', '6')",Ball State,Wisconsin-Platteville
2104,March 15,Grand Rapids Invite 2025,"('15', '3')",Winona State,Wisconsin [C]
2105,March 15,Grand Rapids Invite 2025,"('15', '0')",Winona State,Wisconsin-Milwaukee [B]
2106,March 15,Grand Rapids Invite 2025,"('15', '8')",Winona State,Rose-Hulman
2107,March 16,Grand Rapids Invite 2025,"('15', '9')",Winona State,Luther
2108,March 16,Grand Rapids Invite 2025,"('15', '14')",Winona State,Michigan State [B]
2109,March 16,Grand Rapids Invite 2025,"('13', '14')",Winona State,Michigan State [B]
2110,March 15,Grand Rapids Invite 2025,"('10', '4')",Michigan State [B],Luther
2111,March 15,Grand Rapids Invite 2025,"('8', '6')",Michigan State [B],Rose-Hulman
2112,March 15,Grand Rapids Invite 2025,"('12', '5')",Michigan State [B],Wisconsin [C]
